ensgene	symbol	m7_d5_nutri_1	m7_d5_nutri_2	m7_d5_nutri_3	m7_d5_nutri_4	Rap_d1_nutri_1	Rap_d1_nutri_2	Rap_d1_nutri_3	Rap_d1_nutri_4	Ric_d5_nutri_1	Ric_d5_nutri_2	Ric_d5_nutri_3	Ric_d5_nutri_4	v_d4_nutri_1	v_d4_nutri_2	v_d4_nutri_3	v_d4_nutri_4
ENSG00000253005	RNU6-176P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252098	Y_RNA	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
ENSG00000238316	snoU13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207941	MIR552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264773	MIR4420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252448	SNORA63	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000200421	Y_RNA	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0
ENSG00000222282	RNU6-584P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199963	RNU6-605P	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000264698	MIR4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207356	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207328	RNU6-636P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207466	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252368	RNA5SP43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238705	MIR1976	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206779	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252429	RNU7-29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265596	MIR3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202222	Y_RNA	3	1	1	0	7	3	1	1	6	0	0	1	0	0	0	0
ENSG00000212541	RNU6-510P	1	1	4	0	2	2	1	0	1	7	2	5	1	6	1	1
ENSG00000200796	RNU6-753P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252190	SCARNA17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264613	RN7SL290P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199240	RNA5SP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277168	Metazoa_SRP	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0
ENSG00000283724	MIR6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284410	MIR6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252018	RNU2-30P	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0
ENSG00000206627	RNU6-969P	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
ENSG00000283414	U6	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0
ENSG00000207508	RNU6-1237P	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000200171	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207194	RNU6-1026P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283477	MIR6079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264834	MIR1273F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263675	MIR5581	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000266188	MIR5095	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000206981	RNU6-40P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200174	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265822	MIR4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265815	MIR1273G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238653	RNU7-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212624	SNORA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200575	RNU6-414P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212360	RNU6-1177P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242860	RN7SL180P	2	0	0	2	1	1	2	1	0	0	6	0	0	0	0	0
ENSG00000263908	MIR3116-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283690	MIR3116-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278702	Metazoa_SRP	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000264128	RN7SL713P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263529	RN7SL122P	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000199921	RNU6-161P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251825	RN7SKP19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201153	RNU6-371P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222624	RNU2-15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238778	RNU7-80P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206999	RNU6-622P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223152	RNU4-88P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212308	RNA5SP23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279049	AL353898.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276081	MIR7156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239640	RN7SL62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252338	RNU6-503P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251785	RNA5SP20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252784	Y_RNA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000239319	RN7SL854P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222849	RNA5SP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283749	MIR4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251958	RNU6-1102P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251767	RNU7-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243437	RN7SL370P	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	0
ENSG00000202263	RNA5SP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199318	RNA5SP52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266110	MIR4423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199666	SNORD3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275836	MIR6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200601	RNA5SP50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242482	RN7SL392P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212366	RNU6-1246P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201620	RNA5SP51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252433	SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206817	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284247	MIR2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200839	RNA5SP48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264963	RN7SL440P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000264271	RN7SL488P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264470	MIR4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212257	RNU6-1176P	0	1	0	0	0	0	2	0	0	0	2	5	0	2	0	0
ENSG00000239504	RN7SL583P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284202	MIR137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251720	RNU7-123P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265996	MIR3671	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000274321	uc_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198974	MIR30E	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000212248	RNU6-750P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199135	MIR101-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207962	MIR30C1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
ENSG00000276884	DLEU2_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207234	RNU6-125P	0	1	0	1	3	1	2	4	0	2	1	6	2	1	0	0
ENSG00000202259	RNU6-1318P	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0
ENSG00000212459	RNU6-695P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278287	DLEU2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277565	DLEU2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263526	MIR378G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211575	MIR760	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000275823	DLEU2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277689	DLEU2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274199	DLEU2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202254	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244256	RN7SL130P	4	0	0	4	2	1	1	2	2	2	1	2	0	0	1	1
ENSG00000201491	RNU4-75P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199831	RN7SKP291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275455	MIR7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252162	RNU6-830P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272051	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283899	MIR761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200800	RNU1-130P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207502	SNORA42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252530	RNU6-965P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200536	SNORA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211543	MIR320B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252797	RN7SKP272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000212266	SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222209	RNA5SP56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277141	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215930	MIR942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238761	snoU13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201114	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206679	Y_RNA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000278281	MIR7856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264419	MIR548AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273727	U1	0	0	1	0	0	0	1	0	1	2	0	0	1	1	0	0
ENSG00000222069	RN7SKP285	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274428	U1	0	1	0	0	0	0	0	1	3	1	2	2	1	0	0	0
ENSG00000199879	RNU1-120P	0	0	0	0	1	2	1	0	1	3	0	2	0	0	0	1
ENSG00000274408	5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283676	MIR5087	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ENSG00000252005	RNU4ATAC8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252510	RNA5SP55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207340	RNVU1-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000252830	5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266187	RN7SL480P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274450	U6atac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270384	U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252135	RNVU1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278596	MIR6077	2	1	1	0	0	1	3	0	0	3	3	2	0	0	0	0
ENSG00000238825	RNU1-13P	0	1	2	0	0	1	4	1	0	2	0	1	1	2	0	0
ENSG00000201183	RNVU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000202408	RNU1-122P	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000252744	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273768	U1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201142	RNVU1-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242565	RN7SL372P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239984	RN7SL420P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222222	RNU2-17P	0	1	1	0	1	0	3	1	2	1	4	3	1	2	2	1
ENSG00000283296	MIR4256	0	1	3	0	2	2	0	1	1	2	0	2	1	0	1	1
ENSG00000270722	U1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000252717	RNU6-352P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252259	RNA5SP49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000194297	RNU1-75P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207606	MIR554	2	2	1	0	0	2	0	2	0	0	2	0	0	1	1	1
ENSG00000199565	Y_RNA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277313	7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252840	SNORA44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274940	MIR8083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252656	RN7SKP88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222788	RNU2-38P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207321	RNU6-160P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202078	Y_RNA	0	3	0	1	0	2	2	1	0	1	2	1	0	0	0	0
ENSG00000201270	RNU6-755P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273694	U2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251875	RNU5F-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207341	RNA5SP64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207472	RNU6-41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206880	RNU6-1310P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000252552	RNU6-307P	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000199849	RNU5F-6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252407	RNU7-183P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212538	U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251813	RNU6-983P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207108	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201312	RNA5SP72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207039	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202491	RNU6-716P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251943	RNU6-693P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201596	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276839	Metazoa_SRP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212292	RNU6-239P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207974	MIR557	0	0	0	2	0	0	1	0	1	2	1	0	0	0	0	0
ENSG00000273629	U7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201493	RNU1-141P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215952	MIR921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252682	SNORD59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200139	RNU6-778P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283575	U6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238765	RNA5SP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264916	RN7SL230P	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0
ENSG00000212338	SNORA67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265753	RN7SL444P	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0
ENSG00000206659	Y_RNA	2	0	0	1	2	1	1	2	1	0	0	1	0	1	0	0
ENSG00000207975	MIR181B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207759	MIR181A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253025	RNU2-12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266144	MIR4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201619	SNORA67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201544	SNORA16B	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0
ENSG00000207082	RNU6-171P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202498	SNORD116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252262	RNA5SP61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276359	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221545	MIR1255B2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000252906	SCARNA3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207729	MIR556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201987	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206692	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202329	RNU6-609P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265986	MIR4735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273573	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242794	RN7SL299P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212144	U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283340	MIR3119-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252860	RNU6-570P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252501	RNU4-77P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206803	RNU6-968P	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283876	MIR4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263390	hsa-mir-3119-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252977	RNA5SP70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207181	SNORA14B	3	1	1	1	0	2	0	1	0	3	0	1	0	0	0	0
ENSG00000265744	MIR4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264377	MIR4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207149	RNU6-465P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252515	RNU6-1171P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222397	RN7SKP229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283936	MIR3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215938	MIR190B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284485	MIR205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199059	MIR135B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201638	RNY4P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275213	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239494	RN7SL333P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000212230	RNU6-747P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252371	RNU6-725P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264384	RN7SL431P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199442	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200033	RNU6-403P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239690	RN7SL668P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202184	RNU6-1283P	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000241395	RN7SL344P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200982	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264809	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275207	MIR6740	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000263439	MIR4753	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000238711	RNY4P25	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223075	RN7SKP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201608	RNU4-42P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202300	RNU6-487P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222457	RNU6-121P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222407	RNA5SP80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222986	RNU5A-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265435	MIR3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272262	RNU6-89P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000212398	RNU6-1248P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200495	RNU6-1205P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202609	MIR488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264483	MIR5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252553	RNA5SP73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201347	RNA5SP69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206764	RNU6-152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222240	RN7SKP156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212187	SNORA26	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206637	SNORA70H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253097	RNU2-19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200036	RNA5SP65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201421	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212610	U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252484	RN7SKP49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222831	MIR1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201944	SNORA72	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0
ENSG00000200327	RNA5SP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206905	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252086	RNA5SP76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200972	RNU5A-8P	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243051	RN7SL269P	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000252011	SNORA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212157	RNU6-1319P	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
